key;category
section 12 12 usc 1468 a;LegalReferences
section 1206 12 usc 1833 b;LegalReferences
section 1216 12 usc 1833 e;LegalReferences
section 129 15 usc 1639 a;LegalReferences
section 13 12 usc 1468 a;LegalReferences
section 14 15 usc 78 n;LegalReferences
section 15 15 usc 78 o;LegalReferences
section 16 15 usc 78 p;LegalReferences
section 18 15 usc 77 r;LegalReferences
section 2 15 usc 78 b;LegalReferences
section 2 c or 2 f;LegalReferences
section 20 15 usc 78 t;LegalReferences
section 270 a 12 usc 4309;LegalReferences
section 272 b 12 usc 4311;LegalReferences
section 28 12 usc 1831 e;LegalReferences
section 3 12 usc 1462 a;LegalReferences
section 3 15 usc 78 c;LegalReferences
section 303 15 usc 77 ccc;LegalReferences
section 306 12 usc 2805 b;LegalReferences
section 308 15 usc 77 hhh;LegalReferences
section 310 15 usc 77 jjj;LegalReferences
section 311 15 usc 77 kkk;LegalReferences
section 326 15 usc 77 zzz;LegalReferences
section 38 12 usc 1831 o;LegalReferences
section 408 7 usc 27 f;LegalReferences
section 43 12 usc 1831 t;LegalReferences
section 507 b 15 usc 6807;LegalReferences
section 603 15 usc 1681 a;LegalReferences
section 621 15 usc 1681 s;LegalReferences
section 702 15 usc 1691 a;LegalReferences
section 703 15 usc 1691 b;LegalReferences
section 704 15 usc 1691 c;LegalReferences
section 8 12 usc 1466 a;LegalReferences
section 814 15 usc 1692 l;LegalReferences
section 9 15 usc 78 i;LegalReferences
section 903 15 usc 1693 a;LegalReferences
section 904 15 usc 1693 b;LegalReferences
section 918 15 usc 1693 o;LegalReferences
security and exchange act of 1934;LegalReferences
state security or law enforcement authority;EconomicOperands
subsection b c m and o;LegalReferences
subsection m n o and p;LegalReferences
subsection n o p and q;LegalReferences
suitability in annuity transaction model regulation;EconomicOperands
supreme court of the united state;EconomicOperands
the bureau of consumer financial protection;EconomicOperands
the commodity exchange act 7 usc;LegalReferences
the democratic republic of the congo;EconomicOperands
the fair debt collection practice act;LegalReferences
the federal reserve act 12 usc;LegalReferences
the future trading act of 1982;LegalReferences
the homeowner protection act of 1998;LegalReferences
the internal revenue code of 1986;LegalReferences
the national credit union administration board;EconomicOperands
the office of management and budget;EconomicOperands
the real estate settlement procedure act;LegalReferences
the security exchange act of 1934;LegalReferences
under the control of armed group;LegalReferences
united state housing act of 1937;LegalReferences
12 usc 1467 a note;LegalReferences
12 usc 1467 ae 2;LegalReferences
12 usc 1467 am 3;LegalReferences
12 usc 1701 p 1;LegalReferences
15 usc 1602 aa 4;LegalReferences
15 usc 77 ca 2;LegalReferences
15 usc 77 ca 8;LegalReferences
15 usc 77 h 1;LegalReferences
15 usc 77 qqqa 1;LegalReferences
15 usc 78 ca 47;LegalReferences
15 usc 78 eeea 3;LegalReferences
15 usc 78 fff 3;LegalReferences
15 usc 78 j 1;LegalReferences
15 usc 78 o 7;LegalReferences
15 usc 78 sh 4;LegalReferences
15 usc 78 u 1;LegalReferences
15 usc 78 ua 1;LegalReferences
15 usc 80 a 30;LegalReferences
15 usc 80 a 43;LegalReferences
15 usc 80 a 48;LegalReferences
15 usc 80 a 49;LegalReferences
15 usc 80 b 11;LegalReferences
15 usc 80 b 14;LegalReferences
15 usc 80 b 3;LegalReferences
15 usc 80 b 4;LegalReferences
15 usc 80 b 5;LegalReferences
15 usc 80 b 9;LegalReferences
17 cfr 27520642 b 6;Other
30 usc 820 b 2;LegalReferences
918 15 usc 1693 o;LegalReferences
administrative expense of the receiver;EconomicOperands
alaska native claim settlement act;LegalReferences
archivist of the united state;EconomicOperands
bank product act of 2000;LegalReferences
clause i ii and iii;LegalReferences
clause ii iii and iv;LegalReferences
clause iii iv and v;LegalReferences
committee on way and mean;EconomicOperands
credit transaction act of 2003;LegalReferences
director of the peace corp;EconomicOperands
external audit finding self-reported error;EconomicOperands
federal rule of civil procedure;EconomicOperands
financial institution act of 2010;LegalReferences
hud/fha form hud 92564 cn;LegalReferences
international association of insurance supervisor;EconomicOperands
investment adviser act of 1940;LegalReferences
national archive and record administration;EconomicOperands
national association of insurance commissioner;EconomicOperands
national council on the art;EconomicOperands
national council on the humanity;EconomicOperands
national endowment for the humanity;EconomicOperands
national endowment of the art;EconomicOperands
north american security administrator association;EconomicOperands
packer and stockyard act 1921;LegalReferences
protecting tenant at foreclosure act;LegalReferences
quarterly listing of alien insurer;EconomicOperands
regulatory improvement act of 2010;LegalReferences
rule 45 c 3 aii;LegalReferences
saving and loan holding company;EconomicOperands
section 10 a 1 dii;LegalReferences
section 10 c 9 a;LegalReferences
section 10 c 9 c;LegalReferences
section 10 c 9 d;LegalReferences
section 1013 a 2 b;LegalReferences
section 1027 a 2 a;LegalReferences
section 1027 a 2 c;LegalReferences
section 104 b 1 a;LegalReferences
section 105 b 4 b;LegalReferences
section 105 b 5 a;LegalReferences
section 105 b 5 bii;LegalReferences
section 105 c 7 b;LegalReferences
section 1061 b 5 e;LegalReferences
section 1064 i 1 c;LegalReferences
section 11 a 1 e;LegalReferences
section 12 e 2 b;LegalReferences
section 13 k 1 a;LegalReferences
section 13 p 1 a;LegalReferences
section 15 b 6 a;LegalReferences
section 15 bb 2 e;LegalReferences
section 15 c 1 a;LegalReferences
section 15 eh 2 b;LegalReferences
section 154 b 1 b;LegalReferences
section 17 ac 4 c;LegalReferences
section 17 b 1 b;LegalReferences
section 17 e 1 a;LegalReferences
section 18 a 1 b;LegalReferences
section 18 d 4 a;LegalReferences
section 19 b 1 a;LegalReferences
section 19 b 1 aiv;LegalReferences
section 19 d 6 a;LegalReferences
section 2 a 1 a;LegalReferences
section 2 a 5 e;LegalReferences
section 2 a 5 f;LegalReferences
section 2 c 2 a;LegalReferences
section 2 c 2 b;LegalReferences
section 2 c 2 d;LegalReferences
section 2 c 2 f;LegalReferences
section 2 c 2 h;LegalReferences
section 2 h 8 b;LegalReferences
section 20 d 3 a;LegalReferences
section 202 a 1 a;LegalReferences
section 202 c 1 a;LegalReferences
section 209 e 3 a;LegalReferences
section 21 ar 4 a;LegalReferences
section 21 ar 4 b;LegalReferences
section 21 d 3 ci;LegalReferences
section 21 fh 2 a;LegalReferences
section 210 a 1 a;LegalReferences
section 210 c 10 b;LegalReferences
section 229402 c 2 x;LegalReferences
section 3 a 4 bviii;LegalReferences
section 3 a 68 a;LegalReferences
section 3 d 1 a;LegalReferences
section 312 b 1 a;LegalReferences
section 312 b 2 b;LegalReferences
section 312 b 2 c;LegalReferences
section 33 d 2 b;LegalReferences
section 4 d 1 c;LegalReferences
section 4 j 2 a;LegalReferences
section 4 k 4 e;LegalReferences
section 4 k 6 b;LegalReferences
section 42 e 3 a;LegalReferences
section 44 b 4 b;LegalReferences
section 457 e 1 a;LegalReferences
section 5 b 1 b;LegalReferences
section 5155 g 1 a;LegalReferences
section 6 a 5 aivi;LegalReferences
section 6 g 1 a;LegalReferences
section 6 g 5 b;LegalReferences
section 609 f 2 a;LegalReferences
section 7 a 2 b;LegalReferences
section 7 b 1 e;LegalReferences
section 7 b 1 ei;LegalReferences
section 7 b 3 b;LegalReferences
section 7 b 3 eii;LegalReferences
section 7 c 1 a;LegalReferences
section 714 f 1 a;LegalReferences
section 723 a 1 b;LegalReferences
section 8905 b 1 a;LegalReferences
section 915 a 2 a;LegalReferences
security reform act of 2010;LegalReferences
the committee on financial service;EconomicOperands
the commodity future trading commission;EconomicOperands
the comptroller of the currency;EconomicOperands
the department of the treasury;EconomicOperands
the designated financial market utility;EconomicOperands
the expedited fund availability act;LegalReferences
the federal deposit insurance corporation;EconomicOperands
the federal housing finance agency;EconomicOperands
the financial stability oversight council;EconomicOperands
the foreign board of trade;EconomicOperands
the home owner loan act;LegalReferences
the national credit union administration;EconomicOperands
the office of financial research;EconomicOperands
the office of personnel management;EconomicOperands
the office of thrift supervision;EconomicOperands
the security and exchange commission;EconomicOperands
the truth in lending act;LegalReferences
title 11 united state code;LegalReferences
title 18 united state code;LegalReferences
title 5 united state code;LegalReferences
to the same extent as;LogicalConnectors
trust territory of the pacific;EconomicOperands
united state court of appeal;EconomicOperands
vice chairman of the board;EconomicOperands
12 e 2 b;Other
12 usc 1790 dj;LegalReferences
12 usc 1817 j;LegalReferences
12 usc 1831 tcf;LegalReferences
12 usc 84 b;LegalReferences
1467 aa 1 dii;Other
15 usc 17 as;LegalReferences
15 usc 57 a;LegalReferences
15 usc 77 dddb;LegalReferences
15 usc 77 wwwb;LegalReferences
15 usc 78 fm;LegalReferences
15 usc 78 u-4;LegalReferences
17 cfr part 2752042;Other
2 c 2 a;Other
2 c 2 b;Other
20 usc 9702 d;LegalReferences
30 usc 814 b;LegalReferences
30 usc 814 d;LegalReferences
30 usc 814 e;LegalReferences
30 usc 817 a;LegalReferences
42 usc 1472 h;LegalReferences
6 g 1 a;Other
actual direct compensatory damage;EconomicOperands
annual gross revenue derived;EconomicOperands
as a source of;EconomicOperands
at the end of;LogicalConnectors
at the request of;EconomicOperands
at the time of;LogicalConnectors
bank for international settlement;EconomicOperands
bona fide discount point;EconomicOperands
bureau of labor statistic;EconomicOperands
clause i and ii;LegalReferences
clause i through iii;LegalReferences
clause i through iv;LegalReferences
clause i through ix;LegalReferences
clause i through v;LegalReferences
clause i through vi;LegalReferences
clause i through vii;LegalReferences
clause ii and iii;LegalReferences
clause iii and iv;LegalReferences
code of federal regulation;LegalReferences
committee on financial service;EconomicOperands
commodity future trading commission;EconomicOperands
consumer financial protection function;EconomicOperands
council of inspector general;EconomicOperands
emergency homeowner relief act;LegalReferences
federal advisory committee act;LegalReferences
federal labor relation authority;EconomicOperands
financial accounting standard board;EconomicOperands
gain and loss resulting;EconomicOperands
global analyst research settlement;EconomicOperands
home owner loan act;LegalReferences
in the event of;LogicalConnectors
in the public interest;Attributes
in the same manner;LogicalConnectors
municipal security rulemaking board;EconomicOperands
new york stock exchange;EconomicOperands
on the ground that;LogicalConnectors
paragraph 1 and 2;LegalReferences
paragraph 1 and 3;LegalReferences
paragraph 1 and 4;LegalReferences
paragraph 1 through 3;LegalReferences
paragraph 1 through 4;LegalReferences
paragraph 1 through 5;LegalReferences
paragraph 1 through 6;LegalReferences
paragraph 1 through 7;LegalReferences
paragraph 1 through 8;LegalReferences
paragraph 13 and 14;LegalReferences
paragraph 2 and 3;LegalReferences
paragraph 2 through 12;LegalReferences
paragraph 2 through 4;LegalReferences
paragraph 2 through 5;LegalReferences
paragraph 2 through 7;LegalReferences
paragraph 2 through 8;LegalReferences
paragraph 3 and 32;LegalReferences
paragraph 3 and 4;LegalReferences
paragraph 3 through 11;LegalReferences
paragraph 3 through 5;LegalReferences
paragraph 3 through 6;LegalReferences
paragraph 3 through 9;LegalReferences
paragraph 4 and 5;LegalReferences
paragraph 4 through 12;LegalReferences
paragraph 4 through 9;LegalReferences
paragraph 5 and 6;LegalReferences
paragraph 5 through 7;LegalReferences
paragraph 7 and 11;LegalReferences
paragraph 9 and 10;LegalReferences
payment and settlement system;EconomicOperands
registered public accounting firm;EconomicOperands
rule of the board;EconomicOperands
saving and loan institution;EconomicOperands
section 1 b 5;LegalReferences
section 1 b 7;LegalReferences
section 10 a 1;LegalReferences
section 10 a 2;LegalReferences
section 10 b 2;LegalReferences
section 10 b 3;LegalReferences
section 10 c 2;LegalReferences
section 10 e 2;LegalReferences
section 10 g 1;LegalReferences
section 10 m 3;LegalReferences
section 1013 b 3;LegalReferences
section 102 a 4;LegalReferences
section 1024 c 1;LegalReferences
section 1025 a 1;LegalReferences
section 103 aa 4;LegalReferences
section 105 b 3;LegalReferences
section 105 b 5;LegalReferences
section 105 c 1;LegalReferences
section 105 c 4;LegalReferences
section 105 c 6;LegalReferences
section 106 a 4;LegalReferences
section 106 b 1;LegalReferences
section 1061 b 1;LegalReferences
section 1061 b 2;LegalReferences
section 1061 b 3;LegalReferences
section 1061 b 4;LegalReferences
section 1061 b 5;LegalReferences
section 1061 b 6;LegalReferences
section 1061 b 7;LegalReferences
section 107 d 3;LegalReferences
section 11 a 1;LegalReferences
section 11 a 4;LegalReferences
section 11 c 5;LegalReferences
section 11 l 2;LegalReferences
section 11 r 2;LegalReferences
section 110 b 2;LegalReferences
section 113 e 3;LegalReferences
section 1204 c 3;LegalReferences
section 13 f 1;LegalReferences
section 13 m 2;LegalReferences
section 15 a 7;LegalReferences
section 15 b 1;LegalReferences
section 15 b 11;LegalReferences
section 15 b 4;LegalReferences
section 15 bc 4;LegalReferences
section 15 bc 8;LegalReferences
section 15 bd 2;LegalReferences
section 15 c 3;LegalReferences
section 15 c 5;LegalReferences
section 150 d 2;LegalReferences
section 1507 a 1;LegalReferences
section 1514 ab 2;LegalReferences
section 154 b 1;LegalReferences
section 167 b 2;LegalReferences
section 17 a 1;LegalReferences
section 17 f 1;LegalReferences
section 17 f 2;LegalReferences
section 17 r 1;LegalReferences
section 18 a 4;LegalReferences
section 18 c 5;LegalReferences
section 19 b 1;LegalReferences
section 19 b 2;LegalReferences
section 19 b 3;LegalReferences
section 19 b 4;LegalReferences
section 19 b 7;LegalReferences
section 19 h 4;LegalReferences
section 2 a 1;LegalReferences
section 2 a 11;LegalReferences
section 2 a 13;LegalReferences
section 2 a 19;LegalReferences
section 2 a 4;LegalReferences
section 2 a 44;LegalReferences
section 2 a 9;LegalReferences
section 2 c 2;LegalReferences
section 2 h 1;LegalReferences
section 2 h 2;LegalReferences
section 2 h 3;LegalReferences
section 2 h 4;LegalReferences
section 2 h 5;LegalReferences
section 2 h 7;LegalReferences
section 2 h 8;LegalReferences
section 2 o 4;LegalReferences
section 2 o 8;LegalReferences
section 201 a 11;LegalReferences
section 202 a 1;LegalReferences
section 202 a 11;LegalReferences
section 202 a 21;LegalReferences
section 203 c 3;LegalReferences
section 203 i 1;LegalReferences
section 205 a 1;LegalReferences
section 207 k 1;LegalReferences
section 207 k 5;LegalReferences
section 208 n 5;LegalReferences
section 21 a 1;LegalReferences
section 21 db 2;LegalReferences
section 21 fa 3;LegalReferences
section 210 a 2;LegalReferences
section 210 a 5;LegalReferences
section 210 b 1;LegalReferences
section 210 c 8;LegalReferences
section 210 n 14;LegalReferences
section 210 n 9;LegalReferences
section 212 c 2;LegalReferences
section 22 a 1;LegalReferences
section 22 h 9;LegalReferences
section 2302 b 11;LegalReferences
section 232 a 3;LegalReferences
section 24017 ad 17;LegalReferences
section 2539 c 2;LegalReferences
section 2554 b 2;LegalReferences
section 3 a 10;LegalReferences
section 3 a 12;LegalReferences
section 3 a 13;LegalReferences
section 3 a 2;LegalReferences
section 3 a 34;LegalReferences
section 3 a 4;LegalReferences
section 3 a 47;LegalReferences
section 3 a 5;LegalReferences
section 3 a 6;LegalReferences
section 3 a 62;LegalReferences
section 3 a 68;LegalReferences
section 3 a 77;LegalReferences
section 3 a 78;LegalReferences
section 3 a 8;LegalReferences
section 3 b 2;LegalReferences
section 3 b 3;LegalReferences
section 3 c 2;LegalReferences
section 3 e 2;LegalReferences
section 3 q 1;LegalReferences
section 3 q 2;LegalReferences
section 3 y 3;LegalReferences
section 301 through 326;LegalReferences
section 302 b 6;LegalReferences
section 304 c 4;LegalReferences
section 304 g 2;LegalReferences
section 305 a 2;LegalReferences
section 306 l 2;LegalReferences
section 3132 a 1;LegalReferences
section 3132 a 7;LegalReferences
section 317 a 1;LegalReferences
section 32 e 4;LegalReferences
section 3518 c 1;LegalReferences
section 3553 a 2;LegalReferences
section 36 a 1;LegalReferences
section 4 c 1;LegalReferences
section 4 j 1;LegalReferences
section 4 j 2;LegalReferences
section 4 j 3;LegalReferences
section 4 l 1;LegalReferences
section 46 a 2;LegalReferences
section 5 a 3;LegalReferences
section 5 b 2;LegalReferences
section 5 c 1;LegalReferences
section 5 c 2;LegalReferences
section 5 c 5;LegalReferences
section 5 e 1;LegalReferences
section 5 u 3;LegalReferences
section 501 c 3;LegalReferences
section 505 a 6;LegalReferences
section 507 a 2;LegalReferences
section 513 c 1;LegalReferences
section 5200 b 3;LegalReferences
section 529 b 1;LegalReferences
section 552 b 3;LegalReferences
section 552 b 5;LegalReferences
section 552 b 8;LegalReferences
section 6 i 2;LegalReferences
section 605 f 1;LegalReferences
section 606 c 3;LegalReferences
section 609 d 2;LegalReferences
section 609 f 1;LegalReferences
section 623 a 1;LegalReferences
section 7 b 1;LegalReferences
section 7 b 2;LegalReferences
section 7 d 3;LegalReferences
section 7 e 1;LegalReferences
section 7103 a 8;LegalReferences
section 721 a 1;LegalReferences
section 723 a 3;LegalReferences
section 745 b 3;LegalReferences
section 7701 a 36;LegalReferences
section 8 b 3;LegalReferences
section 8 y 1;LegalReferences
section 805 a 2;LegalReferences
section 9 a 1;LegalReferences
section 9 a 2;LegalReferences
section 9 d 1;LegalReferences
section 904 a 2;LegalReferences
section 908 a 1;LegalReferences
section 981 a 1;LegalReferences
section 982 a 3;LegalReferences
security act of 1933;LegalReferences
security and exchange commission;EconomicOperands
subsection a 2 e;LegalReferences
subsection a 55 a;LegalReferences
subsection a and b;LegalReferences
subsection a and e;LegalReferences
subsection a through e;LegalReferences
subsection b 1 c;LegalReferences
subsection b 3 a;LegalReferences
subsection b and c;LegalReferences
subsection b and d;LegalReferences
subsection b through bb;LegalReferences
subsection b through f;LegalReferences
subsection c 1 a;LegalReferences
subsection c 9 c;LegalReferences
subsection c through cc;LegalReferences
subsection c through g;LegalReferences
subsection d 1 a;LegalReferences
subsection d and e;LegalReferences
subsection d through h;LegalReferences
subsection e and f;LegalReferences
subsection f and g;LegalReferences
subsection h 2 di;LegalReferences
subsection i and j;LegalReferences
subsection k 4 b;LegalReferences
subsection l 2 ai;LegalReferences
subsection l and m;LegalReferences
subsection w and x;LegalReferences
subsection x and y;LegalReferences
subtitle a and c;LegalReferences
subtitle f and h;LegalReferences
supervised security holding company;EconomicOperands
supporting material relied upon;EconomicOperands
term security lending facility;EconomicOperands
the administrative procedure act;LegalReferences
the bank holding company;EconomicOperands
the board of director;EconomicOperands
the board of governor;EconomicOperands
the board of trade;EconomicOperands
the chief compliance officer;EconomicOperands
the district of columbia;EconomicOperands
the end of the;MathematicalOperators
the extent to which;LogicalConnectors
the false claim act;LegalReferences
the federal sentencing guideline;LegalReferences
the house of representative;EconomicOperands
the investment adviser act;LegalReferences
the manner in which;LogicalConnectors
the omnibus appropriation act;LegalReferences
the secretary of labor;EconomicOperands
to the extent that;LogicalConnectors
transmitting or exchanging fund;EconomicOperands
truth in saving act;LegalReferences
u nonbank financial company;EconomicOperands
united state armed force;EconomicOperands
united state sentencing commission;EconomicOperands
united state trade representative;EconomicOperands
1 notice procedure;Other
10 business day;Attributes
1467 ab 2;Other
1467 ac 2;Other
2 a 13;Other
2 h 3;Other
2 h 4;Other
3 a 4;Other
3 a 78;Other
30 legislative day;Attributes
5 c 2;Other
5 c 5;Other
65 percentage point;Attributes
7 b 1;Other
7 b 2;Other
85 percentage point;Attributes
9 a 1;Other
90 calendar day;Attributes
accurate trade reconstruction;EconomicOperands
advantage and disadvantage;EconomicOperands
appropriate congressional committee;EconomicOperands
at the end;LogicalConnectors
audited financial statement;EconomicOperands
benefit and risk;EconomicOperands
board of governor;EconomicOperands
commonly known a;LogicalConnectors
court of appeal;EconomicOperands
damage proximately caused;EconomicOperands
derivative clearing organization;EconomicOperands
education initiative designed;EconomicOperands
electronic conduit service;EconomicOperands
electronic trading platform;EconomicOperands
enumerated consumer law;EconomicOperands
federal reserve bank;EconomicOperands
federal saving association;EconomicOperands
federal trade commission;EconomicOperands
flexible work schedule;EconomicOperands
for purpose of;FunctionWords
for the purpose;FunctionWords
form 8 k;EconomicOperands
future commission merchant;EconomicOperands
good faith mistake;EconomicOperands
historically black college;EconomicOperands
house of representative;EconomicOperands
in a manner;LogicalConnectors
in consultation with;EconomicOperands
industrial loan company;EconomicOperands
initial public offering;EconomicOperands
insured taxable premium;EconomicOperands
internal financial activity;EconomicOperands
international financial institution;EconomicOperands
large financial firm;EconomicOperands
le frequently than;MathematicalOperators
leverage capital requirement;EconomicOperands
liquid 2-way market;EconomicOperands
management interlock act;LegalReferences
ministry of mine;EconomicOperands
named rating correspond;Other
non-united state insurer;EconomicOperands
northern mariana island;EconomicOperands
on the date;LogicalConnectors
on the day;LogicalConnectors
open market operation;EconomicOperands
paragraph 1 a;LegalReferences
paragraph 1 a;LegalReferences
paragraph 1 b;LegalReferences
paragraph 1 c;LegalReferences
paragraph 10 a;LegalReferences
paragraph 10 b;LegalReferences
paragraph 12 a;LegalReferences
paragraph 12 b;LegalReferences
paragraph 13 a;LegalReferences
paragraph 13 b;LegalReferences
paragraph 15 a;LegalReferences
paragraph 17 a;LegalReferences
paragraph 18 a;LegalReferences
paragraph 18 b;LegalReferences
paragraph 2 a;LegalReferences
paragraph 2 a;LegalReferences
paragraph 2 ai;LegalReferences
paragraph 2 aiii;LegalReferences
paragraph 2 b;LegalReferences
paragraph 2 bi;LegalReferences
paragraph 3 a;LegalReferences
paragraph 3 b;LegalReferences
paragraph 4 a;LegalReferences
paragraph 4 b;LegalReferences
paragraph 47 b;LegalReferences
paragraph 5 a;LegalReferences
paragraph 5 b;LegalReferences
paragraph 53 a;LegalReferences
paragraph 6 b;LegalReferences
paragraph 8 a;LegalReferences
paragraph 9 a;LegalReferences
point and fee;EconomicOperands
private equity firm;EconomicOperands
real estate investment;EconomicOperands
request for information;EconomicOperands
risk and cost;EconomicOperands
risk-based capital requirement;EconomicOperands
rule 436 g;LegalReferences
same meaning as;LogicalConnectors
saving and loan;EconomicOperands
section 1 b;LegalReferences
section 10 a;LegalReferences
section 10 b;LegalReferences
section 10 c;LegalReferences
section 10 e;LegalReferences
section 10 o;LegalReferences
section 101 c;LegalReferences
section 101 e;LegalReferences
section 102 d;LegalReferences
section 102 e;LegalReferences
section 1022 c;LegalReferences
section 1025 a;LegalReferences
section 1025 c;LegalReferences
section 1026 a;LegalReferences
section 1029 a;LegalReferences
section 103 a;LegalReferences
section 103 aa;LegalReferences
section 104 a;LegalReferences
section 104 b;LegalReferences
section 104 d;LegalReferences
section 104 e;LegalReferences
section 1042 a;LegalReferences
section 105 b;LegalReferences
section 105 f;LegalReferences
section 105 i;LegalReferences
section 106 a;LegalReferences
section 106 e;LegalReferences
section 106 g;LegalReferences
section 107 a;LegalReferences
section 107 b;LegalReferences
section 108 c;LegalReferences
section 11 a;LegalReferences
section 11 e;LegalReferences
section 11 k;LegalReferences
section 11 l;LegalReferences
section 1105 a;LegalReferences
section 1105 c;LegalReferences
section 1125 c;LegalReferences
section 113 b;LegalReferences
section 115 a;LegalReferences
section 115 c;LegalReferences
section 12 f;LegalReferences
section 1204 c;LegalReferences
section 1205 b;LegalReferences
section 1206 a;LegalReferences
section 121 k;LegalReferences
section 128 a;LegalReferences
section 128 f;LegalReferences
section 129 c;LegalReferences
section 129 e;LegalReferences
section 129 m;LegalReferences
section 13 b;LegalReferences
section 13 c;LegalReferences
section 13 e;LegalReferences
section 13 f;LegalReferences
section 13 n;LegalReferences
section 13 p;LegalReferences
section 14 a;LegalReferences
section 14 c;LegalReferences
section 14 g;LegalReferences
section 140 d;LegalReferences
section 1402 a;LegalReferences
section 1402 b;LegalReferences
section 141 f;LegalReferences
section 1461 a;LegalReferences
section 1461 c;LegalReferences
section 1464 b;LegalReferences
section 1473 g;LegalReferences
section 15 a;LegalReferences
section 15 ab;LegalReferences
section 15 b;LegalReferences
section 15 ba;LegalReferences
section 15 bb;LegalReferences
section 15 bc;LegalReferences
section 15 bd;LegalReferences
section 15 c;LegalReferences
section 15 cc;LegalReferences
section 15 d;LegalReferences
section 15 e;LegalReferences
section 15 em;LegalReferences
section 15 ew;LegalReferences
section 15 f;LegalReferences
section 15 ga;LegalReferences
section 1513 e;LegalReferences
section 1514 a;LegalReferences
section 1514 aa;LegalReferences
section 158 a;LegalReferences
section 158 b;LegalReferences
section 16 a;LegalReferences
section 165 a;LegalReferences
section 165 d;LegalReferences
section 17 a;LegalReferences
section 17 b;LegalReferences
section 17 f;LegalReferences
section 18 c;LegalReferences
section 18 g;LegalReferences
section 19 a;LegalReferences
section 19 b;LegalReferences
section 19 i;LegalReferences
section 2 a;LegalReferences
section 2 b;LegalReferences
section 2 c;LegalReferences
section 2 c;LegalReferences
section 2 f;LegalReferences
section 2 h;LegalReferences
section 2 p;LegalReferences
section 20 a;LegalReferences
section 20 e;LegalReferences
section 201 f;LegalReferences
section 202 a;LegalReferences
section 202 f;LegalReferences
section 203 a;LegalReferences
section 203 b;LegalReferences
section 203 d;LegalReferences
section 203 f;LegalReferences
section 203 m;LegalReferences
section 204 b;LegalReferences
section 204 d;LegalReferences
section 205 a;LegalReferences
section 205 b;LegalReferences
section 205 e;LegalReferences
section 205 f;LegalReferences
section 206 a;LegalReferences
section 206 b;LegalReferences
section 206 e;LegalReferences
section 21 a;LegalReferences
section 21 ba;LegalReferences
section 21 c;LegalReferences
section 21 d;LegalReferences
section 21 e;LegalReferences
section 21 f;LegalReferences
section 210 b;LegalReferences
section 210 c;LegalReferences
section 210 h;LegalReferences
section 210 n;LegalReferences
section 216 j;LegalReferences
section 22 a;LegalReferences
section 22 d;LegalReferences
section 22 h;LegalReferences
section 22910 a;LegalReferences
section 23 a;LegalReferences
section 23 b;LegalReferences
section 2301 a;LegalReferences
section 2301 b;LegalReferences
section 232 a;LegalReferences
section 24 f;LegalReferences
section 25 a;LegalReferences
section 256 h;LegalReferences
section 28 a;LegalReferences
section 28 d;LegalReferences
section 28 e;LegalReferences
section 29 a;LegalReferences
section 3 a;LegalReferences
section 3 a;LegalReferences
section 3 b;LegalReferences
section 3 c;LegalReferences
section 3 d;LegalReferences
section 3 q;LegalReferences
section 303 f;LegalReferences
section 304 b;LegalReferences
section 308 b;LegalReferences
section 3109 b;LegalReferences
section 312 b;LegalReferences
section 321 a;LegalReferences
section 323 b;LegalReferences
section 3512 c;LegalReferences
section 36 a;LegalReferences
section 364 a;LegalReferences
section 3730 h;LegalReferences
section 38 b;LegalReferences
section 38 k;LegalReferences
section 39 c;LegalReferences
section 4 a;LegalReferences
section 4 b;LegalReferences
section 4 c;LegalReferences
section 4 d;LegalReferences
section 4 g;LegalReferences
section 4 h;LegalReferences
section 4 i;LegalReferences
section 4 k;LegalReferences
section 4 l;LegalReferences
section 401 a;LegalReferences
section 402 b;LegalReferences
section 403 a;LegalReferences
section 403 b;LegalReferences
section 404 b;LegalReferences
section 4302 d;LegalReferences
section 435 m;LegalReferences
section 457 b;LegalReferences
section 5 a;LegalReferences
section 5 b;LegalReferences
section 5 c;LegalReferences
section 5 d;LegalReferences
section 5 e;LegalReferences
section 5 i;LegalReferences
section 5 q;LegalReferences
section 501 a;LegalReferences
section 501 b;LegalReferences
section 501 c;LegalReferences
section 502 c;LegalReferences
section 513 d;LegalReferences
section 5200 b;LegalReferences
section 521 b;LegalReferences
section 547 c;LegalReferences
section 548 c;LegalReferences
section 552 b;LegalReferences
section 5703 b;LegalReferences
section 6 a;LegalReferences
section 6 b;LegalReferences
section 6 c;LegalReferences
section 6 cd;LegalReferences
section 6 d;LegalReferences
section 6 e;LegalReferences
section 6 f;LegalReferences
section 6 g;LegalReferences
section 604 a;LegalReferences
section 609 d;LegalReferences
section 615 d;LegalReferences
section 615 e;LegalReferences
section 7 c;LegalReferences
section 7 e;LegalReferences
section 7 j;LegalReferences
section 703 f;LegalReferences
section 704 a;LegalReferences
section 714 a;LegalReferences
section 714 b;LegalReferences
section 714 d;LegalReferences
section 714 f;LegalReferences
section 716 c;LegalReferences
section 721 b;LegalReferences
section 721 c;LegalReferences
section 721 d;LegalReferences
section 744 q;LegalReferences
section 763 i;LegalReferences
section 8 a;LegalReferences
section 8 b;LegalReferences
section 8 c;LegalReferences
section 8 e;LegalReferences
section 8 n;LegalReferences
section 8 t;LegalReferences
section 8 v;LegalReferences
section 804 c;LegalReferences
section 805 a;LegalReferences
section 806 e;LegalReferences
